channel group,DateHour,Users,Sessions,Engaged Sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count,Hour
Organic Social,2024-04-20 23:00:00,70,90,52,50.7111111111111,0.742857142857143,6.38888888888889,0.577777777777778,575,23
Organic Social,2024-04-22 13:00:00,70,86,55,58.4767441860465,0.785714285714286,6.84883720930233,0.63953488372093,589,13
Organic Social,2024-04-22 23:00:00,70,85,53,87.3176470588235,0.757142857142857,7.25882352941177,0.623529411764706,617,23
Organic Social,2024-04-30 13:00:00,70,86,51,40.0,0.728571428571429,4.56976744186047,0.593023255813954,393,13
Organic Social,2024-05-02 13:00:00,70,85,51,59.9647058823529,0.728571428571429,5.24705882352941,0.6,446,13
Referral,2024-05-02 16:00:00,70,79,56,86.8987341772152,0.8,6.58227848101266,0.708860759493671,520,16
Referral,2024-05-03 10:00:00,70,88,54,100.534090909091,0.771428571428572,4.92045454545455,0.613636363636364,433,10
Referral,2024-05-03 13:00:00,70,79,58,200.341772151899,0.828571428571429,4.9873417721519,0.734177215189873,394,13
Direct,2024-04-08 20:00:00,69,86,41,45.0348837209302,0.594202898550725,4.12790697674419,0.476744186046512,355,20
Direct,2024-04-12 14:00:00,69,78,40,37.8974358974359,0.579710144927536,4.38461538461539,0.512820512820513,342,14
Direct,2024-04-17 15:00:00,69,87,39,65.4712643678161,0.565217391304348,4.33333333333333,0.448275862068966,377,15
Direct,2024-04-17 17:00:00,69,81,44,54.4567901234568,0.63768115942029,3.91358024691358,0.54320987654321,317,17
Direct,2024-04-19 23:00:00,69,81,41,59.7777777777778,0.594202898550725,4.24691358024691,0.506172839506173,344,23
Direct,2024-04-23 13:00:00,69,89,42,39.8876404494382,0.608695652173913,3.9438202247191,0.471910112359551,351,13
Direct,2024-05-03 18:00:00,69,80,40,68.5625,0.579710144927536,4.2875,0.5,343,18
Organic Search,2024-04-08 14:00:00,69,76,46,62.4473684210526,0.666666666666667,4.539473684210529,0.605263157894737,345,14
Organic Search,2024-04-17 20:00:00,69,78,47,48.9230769230769,0.681159420289855,4.82051282051282,0.602564102564103,376,20
Organic Search,2024-04-19 10:00:00,69,85,52,32.6823529411765,0.753623188405797,4.03529411764706,0.611764705882353,343,10
Organic Search,2024-04-22 20:00:00,69,73,49,25.6849315068493,0.710144927536232,3.86301369863014,0.671232876712329,282,20
Organic Search,2024-04-24 15:00:00,69,81,38,27.9259259259259,0.550724637681159,3.7283950617284,0.469135802469136,302,15
Organic Search,2024-04-25 11:00:00,69,78,55,104.589743589744,0.797101449275362,5.74358974358974,0.705128205128205,448,11
Organic Search,2024-04-30 11:00:00,69,81,47,62.4814814814815,0.681159420289855,4.01234567901235,0.580246913580247,325,11
Organic Search,2024-04-30 15:00:00,69,79,47,54.7721518987342,0.681159420289855,4.86075949367089,0.594936708860759,384,15
Organic Social,2024-04-10 13:00:00,69,83,38,38.8795180722892,0.550724637681159,4.5421686746988,0.457831325301205,377,13
Organic Social,2024-04-11 23:00:00,69,91,47,42.0989010989011,0.681159420289855,4.67032967032967,0.516483516483517,425,23
Organic Social,2024-04-15 01:00:00,69,79,35,56.4810126582279,0.507246376811594,4.46835443037975,0.443037974683544,353,1
Organic Social,2024-04-20 22:00:00,69,81,53,80.9753086419753,0.768115942028986,6.98765432098765,0.654320987654321,566,22
Organic Social,2024-04-21 14:00:00,69,79,43,42.8987341772152,0.623188405797101,5.10126582278481,0.544303797468354,403,14
Organic Social,2024-04-21 22:00:00,69,80,51,52.375,0.739130434782609,6.3625,0.6375,509,22
Organic Social,2024-04-22 01:00:00,69,91,52,51.1758241758242,0.753623188405797,4.10989010989011,0.571428571428571,374,1
Organic Social,2024-04-24 10:00:00,69,93,51,69.1182795698925,0.739130434782609,5.23655913978495,0.548387096774194,487,10
Organic Social,2024-04-27 12:00:00,69,82,45,81.9390243902439,0.652173913043478,5.20731707317073,0.548780487804878,427,12
Organic Social,2024-04-28 09:00:00,69,89,43,41.752808988764,0.623188405797101,4.8876404494382,0.48314606741573,435,9
Organic Social,2024-04-28 18:00:00,69,78,47,35.3205128205128,0.681159420289855,5.28205128205128,0.602564102564103,412,18
Referral,2024-05-01 16:00:00,69,78,56,79.1410256410256,0.811594202898551,5.47435897435897,0.717948717948718,427,16
Referral,2024-05-02 20:00:00,69,77,51,108.857142857143,0.739130434782609,5.76623376623377,0.662337662337662,444,20
Direct,2024-04-12 15:00:00,68,76,39,51.671052631578895,0.573529411764706,4.97368421052632,0.513157894736842,378,15
Direct,2024-04-17 00:00:00,68,80,46,78.925,0.676470588235294,4.7625,0.575,381,0
Direct,2024-04-22 15:00:00,68,80,39,51.2,0.573529411764706,4.3625,0.4875,349,15
Direct,2024-04-23 12:00:00,68,83,42,58.8313253012048,0.617647058823529,3.5421686746988,0.506024096385542,294,12
Direct,2024-04-25 15:00:00,68,78,36,69.5,0.529411764705882,4.94871794871795,0.461538461538462,386,15
Direct,2024-04-29 21:00:00,68,75,35,97.3466666666667,0.514705882352941,5.6,0.466666666666667,420,21
Direct,2024-05-03 14:00:00,68,82,38,52.3658536585366,0.558823529411765,4.19512195121951,0.463414634146342,344,14
Organic Search,2024-04-14 20:00:00,68,79,49,31.1518987341772,0.720588235294118,3.87341772151899,0.620253164556962,306,20
Organic Search,2024-04-15 22:00:00,68,79,50,75.7088607594937,0.735294117647059,5.13924050632911,0.632911392405063,406,22
Organic Search,2024-04-16 16:00:00,68,78,49,45.448717948718,0.720588235294118,4.0,0.628205128205128,312,16
Organic Search,2024-04-19 13:00:00,68,80,43,29.6,0.632352941176471,3.6375,0.5375,291,13
Organic Search,2024-04-22 18:00:00,68,75,44,77.56,0.647058823529412,4.26666666666667,0.586666666666667,320,18
Organic Search,2024-04-23 14:00:00,68,74,48,46.2027027027027,0.705882352941177,3.58108108108108,0.648648648648649,265,14
Organic Social,2024-04-07 14:00:00,68,84,51,52.7619047619048,0.75,4.5952380952381,0.607142857142857,386,14
Organic Social,2024-04-09 10:00:00,68,90,47,44.7666666666667,0.691176470588235,4.5,0.522222222222222,405,10
Organic Social,2024-04-19 09:00:00,68,87,43,45.6781609195402,0.632352941176471,4.5632183908046,0.494252873563218,397,9
Organic Social,2024-04-25 10:00:00,68,95,58,45.021052631579,0.852941176470588,4.94736842105263,0.610526315789474,470,10
Organic Social,2024-04-30 09:00:00,68,88,52,44.1477272727273,0.764705882352941,4.95454545454545,0.590909090909091,436,9
Organic Social,2024-05-03 08:00:00,68,82,45,56.8170731707317,0.661764705882353,5.07317073170732,0.548780487804878,416,8
Referral,2024-04-19 10:00:00,68,82,57,62.1951219512195,0.838235294117647,6.08536585365854,0.695121951219512,499,10
Referral,2024-05-01 13:00:00,68,73,49,44.8219178082192,0.720588235294118,4.68493150684932,0.671232876712329,342,13
Referral,2024-05-01 21:00:00,68,76,44,55.1973684210526,0.647058823529412,4.75,0.578947368421053,361,21
Referral,2024-05-02 10:00:00,68,75,54,80.3466666666667,0.794117647058824,6.04,0.72,453,10
Referral,2024-05-02 18:00:00,68,73,57,113.109589041096,0.838235294117647,6.8493150684931505,0.780821917808219,500,18
Direct,2024-04-09 11:00:00,67,74,44,51.0135135135135,0.656716417910448,4.32432432432433,0.594594594594595,320,11
Direct,2024-04-14 19:00:00,67,84,38,19.8571428571429,0.567164179104478,3.7142857142857104,0.452380952380952,312,19
Direct,2024-04-22 21:00:00,67,91,38,56.4505494505495,0.567164179104478,3.87912087912088,0.417582417582418,353,21
Direct,2024-04-23 16:00:00,67,80,40,49.9625,0.597014925373134,4.1625,0.5,333,16
Direct,2024-04-23 19:00:00,67,88,41,34.0454545454546,0.611940298507463,4.0,0.465909090909091,352,19
Direct,2024-04-25 12:00:00,67,76,42,74.1315789473684,0.626865671641791,5.17105263157895,0.552631578947369,393,12
Direct,2024-05-02 22:00:00,67,73,42,76.3972602739726,0.626865671641791,4.34246575342466,0.575342465753425,317,22
Organic Search,2024-04-10 17:00:00,67,85,49,62.3882352941177,0.73134328358209,4.25882352941177,0.576470588235294,362,17
Organic Search,2024-04-15 18:00:00,67,76,45,46.6973684210526,0.671641791044776,4.17105263157895,0.592105263157895,317,18
Organic Search,2024-04-15 19:00:00,67,78,38,48.9102564102564,0.567164179104478,3.52564102564103,0.487179487179487,275,19
Organic Search,2024-04-17 11:00:00,67,76,42,50.4078947368421,0.626865671641791,4.19736842105263,0.552631578947369,319,11
Organic Search,2024-04-17 14:00:00,67,84,48,31.2261904761905,0.716417910447761,3.85714285714286,0.571428571428571,324,14
Organic Social,2024-04-09 12:00:00,67,81,52,72.5308641975309,0.776119402985075,5.60493827160494,0.641975308641975,454,12
Organic Social,2024-04-10 17:00:00,67,91,42,46.0549450549451,0.626865671641791,4.0989010989011,0.461538461538462,373,17
Organic Social,2024-04-11 10:00:00,67,88,44,35.25,0.656716417910448,4.55681818181818,0.5,401,10
Organic Social,2024-04-13 14:00:00,67,80,52,77.3125,0.776119402985075,5.8,0.65,464,14
Organic Social,2024-04-15 09:00:00,67,78,43,67.5641025641026,0.641791044776119,4.97435897435897,0.551282051282051,388,9
Organic Social,2024-04-21 13:00:00,67,76,52,57.7631578947368,0.776119402985075,5.23684210526316,0.68421052631579,398,13
Organic Social,2024-04-28 17:00:00,67,81,50,36.4567901234568,0.746268656716418,4.82716049382716,0.617283950617284,391,17
Organic Social,2024-05-03 13:00:00,67,76,47,84.2236842105263,0.701492537313433,5.47368421052632,0.618421052631579,416,13
Referral,2024-04-07 22:00:00,67,73,50,65.0684931506849,0.746268656716418,5.46575342465753,0.684931506849315,399,22
Referral,2024-04-18 14:00:00,67,72,48,99.7361111111111,0.716417910447761,5.31944444444445,0.666666666666667,383,14
Referral,2024-04-23 12:00:00,67,77,57,131.402597402597,0.850746268656716,7.06493506493507,0.74025974025974,544,12
Referral,2024-04-26 20:00:00,67,75,55,66.6133333333333,0.82089552238806,5.46666666666667,0.733333333333333,410,20
Referral,2024-04-29 20:00:00,67,75,48,64.76,0.716417910447761,4.74666666666667,0.64,356,20
Referral,2024-05-01 14:00:00,67,73,53,45.9452054794521,0.791044776119403,4.86301369863014,0.726027397260274,355,14
Referral,2024-05-01 20:00:00,67,72,44,84.3888888888889,0.656716417910448,4.72222222222222,0.611111111111111,340,20
Direct,2024-04-16 18:00:00,66,78,39,57.8205128205128,0.590909090909091,4.41025641025641,0.5,344,18
Direct,2024-04-30 15:00:00,66,81,36,30.2592592592593,0.545454545454545,3.61728395061728,0.444444444444444,293,15
Direct,2024-05-03 15:00:00,66,78,40,48.5,0.606060606060606,4.62820512820513,0.512820512820513,361,15
Organic Search,2024-04-08 12:00:00,66,78,50,50.7948717948718,0.757575757575758,4.3974358974359,0.641025641025641,343,12
Organic Search,2024-04-10 12:00:00,66,78,46,57.974358974359,0.696969696969697,4.0,0.58974358974359,312,12
Organic Search,2024-04-16 18:00:00,66,80,38,39.5375,0.575757575757576,3.5625,0.475,285,18
Organic Search,2024-04-18 12:00:00,66,80,43,37.675,0.651515151515152,3.5,0.5375,280,12
Organic Search,2024-04-19 23:00:00,66,75,48,52.5733333333333,0.727272727272727,4.25333333333333,0.64,319,23
Organic Search,2024-04-29 12:00:00,66,74,49,39.9459459459459,0.742424242424242,4.17567567567568,0.662162162162162,309,12
Organic Search,2024-05-02 21:00:00,66,76,45,37.5526315789474,0.681818181818182,4.0921052631579,0.592105263157895,311,21
Organic Search,2024-05-02 22:00:00,66,75,45,26.72,0.681818181818182,3.64,0.6,273,22
Organic Social,2024-04-06 22:00:00,66,87,37,81.264367816092,0.560606060606061,4.77011494252874,0.425287356321839,415,22
Organic Social,2024-04-09 21:00:00,66,78,41,30.448717948718,0.621212121212121,4.5,0.525641025641026,351,21
Organic Social,2024-04-12 01:00:00,66,82,47,34.2804878048781,0.712121212121212,5.14634146341463,0.573170731707317,422,1
Organic Social,2024-04-14 10:00:00,66,86,39,23.0697674418605,0.590909090909091,4.30232558139535,0.453488372093023,370,10
Organic Social,2024-04-16 09:00:00,66,84,50,49.2380952380952,0.757575757575758,4.64285714285714,0.595238095238095,390,9
Organic Social,2024-05-01 14:00:00,66,77,45,35.3896103896104,0.681818181818182,4.61038961038961,0.584415584415584,355,14
Referral,2024-04-09 21:00:00,66,74,50,68.1216216216216,0.757575757575758,4.68918918918919,0.675675675675676,347,21
Referral,2024-04-11 12:00:00,66,68,54,119.705882352941,0.818181818181818,6.60294117647059,0.794117647058824,449,12
Referral,2024-04-17 10:00:00,66,74,50,94.7837837837838,0.757575757575758,6.33783783783784,0.675675675675676,469,10
Referral,2024-04-26 19:00:00,66,73,51,78.3835616438356,0.772727272727273,6.31506849315069,0.698630136986301,461,19
Referral,2024-05-01 17:00:00,66,76,49,87.8289473684211,0.742424242424242,4.80263157894737,0.644736842105263,365,17
Referral,2024-05-01 22:00:00,66,70,47,75.1571428571429,0.712121212121212,6.67142857142857,0.671428571428571,467,22
Referral,2024-05-02 19:00:00,66,73,44,61.1095890410959,0.666666666666667,5.57534246575342,0.602739726027397,407,19
Referral,2024-05-02 21:00:00,66,70,49,76.1571428571429,0.742424242424242,5.25714285714286,0.7,368,21
Referral,2024-05-03 22:00:00,66,72,44,72.0694444444444,0.666666666666667,4.29166666666667,0.611111111111111,309,22
Direct,2024-04-08 15:00:00,65,70,30,51.4428571428571,0.461538461538462,4.35714285714286,0.428571428571429,305,15
Direct,2024-04-13 22:00:00,65,78,35,37.3205128205128,0.538461538461538,4.06410256410256,0.448717948717949,317,22
Direct,2024-04-16 12:00:00,65,77,41,39.0519480519481,0.630769230769231,3.92207792207792,0.532467532467532,302,12
Direct,2024-04-16 19:00:00,65,76,36,40.078947368421105,0.553846153846154,4.18421052631579,0.473684210526316,318,19
Direct,2024-04-18 00:00:00,65,87,41,96.5977011494253,0.630769230769231,4.73563218390805,0.471264367816092,412,0
Direct,2024-04-18 17:00:00,65,75,39,48.5733333333333,0.6,3.76,0.52,282,17
Direct,2024-04-19 12:00:00,65,82,41,45.70731707317071,0.630769230769231,3.96341463414634,0.5,325,12
Direct,2024-04-23 14:00:00,65,82,39,61.9634146341463,0.6,4.59756097560976,0.475609756097561,377,14
Direct,2024-04-25 11:00:00,65,76,49,54.0,0.753846153846154,4.25,0.644736842105263,323,11
Direct,2024-04-30 20:00:00,65,79,44,66.2025316455696,0.676923076923077,5.12658227848101,0.556962025316456,405,20
Direct,2024-05-01 17:00:00,65,81,34,16.8765432098765,0.523076923076923,3.54320987654321,0.419753086419753,287,17
Organic Search,2024-04-09 12:00:00,65,67,46,77.8059701492537,0.707692307692308,4.16417910447761,0.686567164179105,279,12
Organic Search,2024-04-09 13:00:00,65,78,45,97.4358974358974,0.692307692307692,3.87179487179487,0.576923076923077,302,13
Organic Search,2024-04-09 22:00:00,65,81,50,66.5308641975309,0.769230769230769,4.48148148148148,0.617283950617284,363,22
Organic Search,2024-04-13 10:00:00,65,72,49,55.6527777777778,0.753846153846154,4.83333333333333,0.680555555555556,348,10
Organic Search,2024-04-17 19:00:00,65,77,46,42.2597402597403,0.707692307692308,3.46753246753247,0.597402597402597,267,19
Organic Search,2024-04-19 21:00:00,65,74,46,45.472972972973,0.707692307692308,4.10810810810811,0.621621621621622,304,21
Organic Search,2024-04-23 16:00:00,65,75,46,47.9466666666667,0.707692307692308,3.72,0.613333333333333,279,16
Organic Search,2024-04-24 19:00:00,65,76,48,53.3815789473684,0.738461538461539,5.13157894736842,0.631578947368421,390,19
Organic Search,2024-04-24 20:00:00,65,72,40,43.2222222222222,0.615384615384615,3.875,0.555555555555556,279,20
Organic Search,2024-04-29 18:00:00,65,73,44,39.3287671232877,0.676923076923077,4.41095890410959,0.602739726027397,322,18
Organic Search,2024-04-29 20:00:00,65,78,47,54.33333333333329,0.723076923076923,4.19230769230769,0.602564102564103,327,20
Organic Search,2024-04-30 19:00:00,65,79,47,39.7088607594937,0.723076923076923,4.06329113924051,0.594936708860759,321,19
Organic Search,2024-05-01 22:00:00,65,79,49,65.6835443037975,0.753846153846154,4.40506329113924,0.620253164556962,348,22
Organic Social,2024-04-06 00:00:00,65,108,46,19.8611111111111,0.707692307692308,3.8981481481481506,0.425925925925926,421,0
Organic Social,2024-04-06 15:00:00,65,78,41,74.974358974359,0.630769230769231,5.03846153846154,0.525641025641026,393,15
Organic Social,2024-04-10 01:00:00,65,95,43,59.1157894736842,0.661538461538462,4.32631578947368,0.452631578947368,411,1
Organic Social,2024-04-24 22:00:00,65,82,47,49.2439024390244,0.723076923076923,5.17073170731707,0.573170731707317,424,22
Referral,2024-04-11 17:00:00,65,75,50,54.6266666666667,0.769230769230769,5.77333333333333,0.666666666666667,433,17
Referral,2024-04-22 11:00:00,65,73,52,75.5753424657534,0.8,5.1506849315068495,0.712328767123288,376,11
Referral,2024-04-30 11:00:00,65,74,55,81.1351351351351,0.846153846153846,6.25675675675676,0.743243243243243,463,11
Referral,2024-05-02 22:00:00,65,78,45,61.6410256410256,0.692307692307692,5.37179487179487,0.576923076923077,419,22
Direct,2024-04-12 18:00:00,64,86,31,34.9883720930233,0.484375,3.38372093023256,0.36046511627907,291,18
Direct,2024-04-22 20:00:00,64,88,35,37.4431818181818,0.546875,3.93181818181818,0.397727272727273,346,20
Direct,2024-04-23 11:00:00,64,75,45,32.7333333333333,0.703125,4.12,0.6,309,11
Direct,2024-04-23 18:00:00,64,76,37,67.4605263157895,0.578125,4.48684210526316,0.486842105263158,341,18
Direct,2024-04-25 21:00:00,64,82,28,29.6829268292683,0.4375,3.92682926829268,0.341463414634146,322,21
Direct,2024-04-26 21:00:00,64,74,43,57.3918918918919,0.671875,4.567567567567569,0.581081081081081,338,21
Direct,2024-04-28 19:00:00,64,85,40,58.2941176470588,0.625,4.64705882352941,0.470588235294118,395,19
Direct,2024-05-02 20:00:00,64,79,24,28.493670886076,0.375,3.9873417721519,0.30379746835443,315,20
Direct,2024-05-03 16:00:00,64,77,30,23.0779220779221,0.46875,4.37662337662338,0.38961038961039,337,16
Organic Search,2024-04-08 16:00:00,64,70,45,102.9,0.703125,4.61428571428571,0.642857142857143,323,16
Organic Search,2024-04-09 20:00:00,64,78,45,32.1666666666667,0.703125,3.58974358974359,0.576923076923077,280,20
Organic Search,2024-04-11 18:00:00,64,72,39,49.70833333333329,0.609375,4.34722222222222,0.541666666666667,313,18
Organic Search,2024-04-11 19:00:00,64,69,41,74.9565217391304,0.640625,4.65217391304348,0.594202898550725,321,19
Organic Search,2024-04-11 22:00:00,64,76,45,42.4473684210526,0.703125,3.73684210526316,0.592105263157895,284,22
Organic Search,2024-04-16 13:00:00,64,76,37,27.8289473684211,0.578125,3.90789473684211,0.486842105263158,297,13
Organic Search,2024-04-19 15:00:00,64,77,42,36.6753246753247,0.65625,4.02597402597403,0.545454545454545,310,15
Organic Search,2024-04-22 15:00:00,64,75,41,45.1866666666667,0.640625,3.48,0.546666666666667,261,15
Organic Search,2024-05-02 14:00:00,64,76,44,62.7105263157895,0.6875,4.210526315789471,0.578947368421053,320,14
Organic Search,2024-05-03 14:00:00,64,74,47,45.8243243243243,0.734375,4.91891891891892,0.635135135135135,364,14
Organic Social,2024-04-10 20:00:00,64,81,47,37.160493827160494,0.734375,4.7283950617284,0.580246913580247,383,20
Organic Social,2024-04-20 16:00:00,64,71,53,47.0,0.828125,5.16901408450704,0.746478873239437,367,16
Organic Social,2024-04-21 16:00:00,64,82,42,39.8536585365854,0.65625,4.01219512195122,0.51219512195122,329,16
Organic Social,2024-04-28 14:00:00,64,78,44,67.2692307692308,0.6875,4.83333333333333,0.564102564102564,377,14
Referral,2024-04-10 14:00:00,64,72,46,63.20833333333329,0.71875,5.20833333333333,0.638888888888889,375,14
Referral,2024-04-17 18:00:00,64,76,52,56.4078947368421,0.8125,4.8421052631579,0.68421052631579,368,18
Referral,2024-04-18 17:00:00,64,67,45,120.820895522388,0.703125,6.3134328358209,0.671641791044776,423,17
Referral,2024-04-24 23:00:00,64,76,45,74.4868421052632,0.703125,4.82894736842105,0.592105263157895,367,23
Referral,2024-04-30 12:00:00,64,71,46,114.521126760563,0.71875,5.83098591549296,0.647887323943662,414,12
Referral,2024-04-30 21:00:00,64,70,46,78.3428571428571,0.71875,5.68571428571429,0.657142857142857,398,21
Referral,2024-05-01 10:00:00,64,71,50,75.6056338028169,0.78125,6.01408450704225,0.704225352112676,427,10
Referral,2024-05-01 18:00:00,64,69,55,128.840579710145,0.859375,6.95652173913044,0.797101449275362,480,18
Direct,2024-04-08 11:00:00,63,77,36,43.012987012987,0.571428571428571,4.32467532467533,0.467532467532468,333,11
Direct,2024-04-14 21:00:00,63,75,29,46.4266666666667,0.46031746031746,5.57333333333333,0.386666666666667,418,21
Direct,2024-04-15 18:00:00,63,74,32,53.3648648648649,0.507936507936508,3.63513513513514,0.432432432432432,269,18
Direct,2024-04-15 19:00:00,63,72,31,43.7777777777778,0.492063492063492,4.65277777777778,0.430555555555556,335,19
Direct,2024-04-18 13:00:00,63,77,40,48.974025974026,0.634920634920635,5.0,0.519480519480519,385,13
Direct,2024-04-19 16:00:00,63,78,43,54.9358974358974,0.682539682539683,4.70512820512821,0.551282051282051,367,16
Direct,2024-04-25 14:00:00,63,76,39,64.8815789473684,0.619047619047619,5.01315789473684,0.513157894736842,381,14
Direct,2024-04-25 23:00:00,63,70,34,44.1285714285714,0.53968253968254,4.55714285714286,0.485714285714286,319,23
Direct,2024-04-30 11:00:00,63,73,32,59.9452054794521,0.507936507936508,5.23287671232877,0.438356164383562,382,11
Direct,2024-05-01 19:00:00,63,81,32,21.6666666666667,0.507936507936508,3.95061728395062,0.395061728395062,320,19
Direct,2024-05-02 19:00:00,63,84,41,59.2976190476191,0.650793650793651,4.66666666666667,0.488095238095238,392,19
Organic Search,2024-04-09 21:00:00,63,80,41,39.1375,0.650793650793651,3.6,0.5125,288,21
Organic Search,2024-04-10 16:00:00,63,71,42,81.056338028169,0.666666666666667,4.29577464788732,0.591549295774648,305,16
Organic Search,2024-04-15 10:00:00,63,75,45,70.6133333333333,0.714285714285714,4.89333333333333,0.6,367,10
Organic Search,2024-04-16 17:00:00,63,71,38,40.436619718309906,0.603174603174603,3.73239436619718,0.535211267605634,265,17
Organic Search,2024-04-16 21:00:00,63,72,45,31.1388888888889,0.714285714285714,4.125,0.625,297,21
Organic Search,2024-04-18 13:00:00,63,73,41,47.2876712328767,0.650793650793651,3.73972602739726,0.561643835616438,273,13
Organic Search,2024-04-22 13:00:00,63,72,42,50.58333333333329,0.666666666666667,4.38888888888889,0.583333333333333,316,13
Organic Search,2024-04-22 19:00:00,63,74,39,36.7432432432432,0.619047619047619,4.0,0.527027027027027,296,19
Organic Search,2024-04-24 11:00:00,63,70,40,74.5857142857143,0.634920634920635,5.5,0.571428571428571,385,11
Organic Search,2024-04-25 19:00:00,63,68,35,61.9852941176471,0.555555555555556,3.05882352941176,0.514705882352941,208,19
Organic Search,2024-05-01 19:00:00,63,70,36,47.9428571428571,0.571428571428571,4.98571428571429,0.514285714285714,349,19
Organic Search,2024-05-03 12:00:00,63,74,52,59.8783783783784,0.825396825396825,4.90540540540541,0.702702702702703,363,12
Organic Social,2024-04-10 22:00:00,63,78,44,38.1025641025641,0.698412698412698,5.25641025641026,0.564102564102564,410,22
Organic Social,2024-04-13 10:00:00,63,82,50,64.7682926829268,0.793650793650794,5.63414634146341,0.609756097560976,462,10
Organic Social,2024-04-13 15:00:00,63,87,45,45.1149425287356,0.714285714285714,4.74712643678161,0.517241379310345,413,15
Organic Social,2024-04-20 11:00:00,63,80,51,67.525,0.80952380952381,5.9,0.6375,472,11
Organic Social,2024-04-20 15:00:00,63,71,53,87.7887323943662,0.841269841269841,5.6056338028169,0.746478873239437,398,15
Organic Social,2024-04-21 21:00:00,63,74,44,38.9324324324324,0.698412698412698,5.12162162162162,0.594594594594595,379,21
Referral,2024-04-09 18:00:00,63,72,47,75.8472222222222,0.746031746031746,5.25,0.652777777777778,378,18
Referral,2024-04-10 11:00:00,63,69,48,80.7101449275362,0.761904761904762,6.95652173913044,0.695652173913044,480,11
Referral,2024-04-18 19:00:00,63,76,49,134.618421052632,0.777777777777778,5.06578947368421,0.644736842105263,385,19
Referral,2024-04-24 12:00:00,63,75,51,72.6,0.80952380952381,5.38666666666667,0.68,404,12
Referral,2024-05-01 11:00:00,63,68,53,127.029411764706,0.841269841269841,7.23529411764706,0.779411764705882,492,11
Referral,2024-05-02 13:00:00,63,73,51,114.109589041096,0.80952380952381,6.82191780821918,0.698630136986301,498,13
Direct,2024-04-15 14:00:00,62,77,38,41.9090909090909,0.612903225806452,4.4025974025974,0.493506493506494,339,14
Direct,2024-04-16 11:00:00,62,79,37,53.7848101265823,0.596774193548387,4.17721518987342,0.468354430379747,330,11
Direct,2024-04-17 10:00:00,62,72,34,37.04166666666671,0.548387096774194,4.01388888888889,0.472222222222222,289,10
Direct,2024-04-17 13:00:00,62,80,39,38.3375,0.629032258064516,4.0375,0.4875,323,13
Direct,2024-04-23 20:00:00,62,71,32,40.85915492957751,0.516129032258065,3.9014084507042304,0.450704225352113,277,20
Direct,2024-04-26 16:00:00,62,69,39,59.7101449275362,0.629032258064516,3.79710144927536,0.565217391304348,262,16
Direct,2024-05-03 17:00:00,62,77,32,93.2467532467532,0.516129032258065,4.64935064935065,0.415584415584416,358,17
Organic Search,2024-04-22 14:00:00,62,73,35,18.3972602739726,0.564516129032258,3.36986301369863,0.479452054794521,246,14
Organic Search,2024-04-23 12:00:00,62,71,40,46.5492957746479,0.645161290322581,3.9859154929577505,0.563380281690141,283,12
Organic Search,2024-04-25 12:00:00,62,81,43,61.283950617284,0.693548387096774,4.90123456790123,0.530864197530864,397,12
Organic Search,2024-05-02 10:00:00,62,71,51,70.3239436619718,0.82258064516129,4.66197183098592,0.71830985915493,331,10
Organic Social,2024-04-07 10:00:00,62,84,48,49.58333333333329,0.774193548387097,4.92857142857143,0.571428571428571,414,10
Organic Social,2024-04-08 23:00:00,62,75,44,55.1733333333333,0.709677419354839,5.28,0.586666666666667,396,23
Organic Social,2024-04-09 22:00:00,62,80,39,35.6625,0.629032258064516,5.0875,0.4875,407,22
Organic Social,2024-04-14 09:00:00,62,84,41,31.7142857142857,0.661290322580645,4.42857142857143,0.488095238095238,372,9
Organic Social,2024-04-19 13:00:00,62,81,41,39.320987654321,0.661290322580645,4.96296296296296,0.506172839506173,402,13
Organic Social,2024-04-20 14:00:00,62,72,52,73.6666666666667,0.838709677419355,6.27777777777778,0.722222222222222,452,14
Organic Social,2024-04-28 08:00:00,62,71,46,48.0845070422535,0.741935483870968,4.80281690140845,0.647887323943662,341,8
Referral,2024-04-08 10:00:00,62,66,54,131.060606060606,0.870967741935484,7.0,0.818181818181818,462,10
Referral,2024-04-12 20:00:00,62,65,54,102.815384615385,0.870967741935484,9.49230769230769,0.830769230769231,617,20
Referral,2024-04-15 19:00:00,62,68,50,106.455882352941,0.806451612903226,6.51470588235294,0.735294117647059,443,19
Referral,2024-04-17 11:00:00,62,72,49,94.2638888888889,0.790322580645161,5.33333333333333,0.680555555555556,384,11
Referral,2024-04-24 15:00:00,62,76,54,104.092105263158,0.870967741935484,6.25,0.710526315789474,475,15
Referral,2024-04-25 11:00:00,62,72,49,81.9583333333333,0.790322580645161,6.01388888888889,0.680555555555556,433,11
Referral,2024-04-29 15:00:00,62,66,45,92.4242424242424,0.725806451612903,8.98484848484848,0.681818181818182,593,15
Direct,2024-04-10 13:00:00,61,69,32,46.1594202898551,0.524590163934426,4.46376811594203,0.463768115942029,308,13
Direct,2024-04-12 12:00:00,61,78,33,22.7564102564103,0.540983606557377,3.35897435897436,0.423076923076923,262,12
Direct,2024-04-12 21:00:00,61,77,27,41.064935064935106,0.442622950819672,4.25974025974026,0.350649350649351,328,21
Direct,2024-04-15 17:00:00,61,80,39,48.4875,0.639344262295082,3.925,0.4875,314,17
